Season,Rule,Pokemon,併用率の高いポケモン,Rank_併用率の高いポケモン
10,Single,ムーランド,ウーラオス,5
10,Single,ムーランド,リザードン,6
10,Single,ムーランド,ロトム,7
10,Single,ムーランド,ウーラオス,8
10,Single,ムーランド,ギルガルド,9
10,Single,ムーランド,シャンデラ,10
10,Single,チョロネコ,コジョンド,1
10,Single,チョロネコ,パッチラゴン,2
10,Single,チョロネコ,マニューラ,3
10,Single,チョロネコ,ロズレイド,4
10,Single,チョロネコ,サニーゴ,5
10,Single,チョロネコ,ペロリーム,6
10,Single,チョロネコ,イワパレス,7
10,Single,チョロネコ,サザンドラ,8
10,Single,チョロネコ,ミロカロス,9
10,Single,チョロネコ,ミミロップ,10
10,Single,レパルダス,パッチラゴン,1
10,Single,レパルダス,リザードン,2
10,Single,レパルダス,アシレーヌ,3
10,Single,レパルダス,ピクシー,4
10,Single,レパルダス,ウルガモス,5
10,Single,レパルダス,サザンドラ,6
10,Single,レパルダス,マリルリ,7
10,Single,レパルダス,カビゴン,8
10,Single,レパルダス,ナットレイ,9
10,Single,レパルダス,ウーラオス,10
10,Single,ムンナ,ムシャーナ,1
10,Single,ムンナ,ワシボン,2
10,Single,ムンナ,ムーランド,3
10,Single,ムンナ,ゴース,4
10,Single,ムンナ,ロコン,5
10,Single,ムンナ,リザードン,6
10,Single,ムンナ,ロトム,7
10,Single,ムンナ,スナバァ,8
10,Single,ムンナ,コマタナ,9
10,Single,ムンナ,ホルード,10
10,Single,ムシャーナ,パッチラゴン,1
10,Single,ムシャーナ,マリルリ,2
10,Single,ムシャーナ,ドサイドン,3
10,Single,ムシャーナ,リザードン,4
10,Single,ムシャーナ,ウーラオス,5
10,Single,ムシャーナ,ロトム,6
10,Single,ムシャーナ,ウーラオス,7
10,Single,ムシャーナ,アシレーヌ,8
10,Single,ムシャーナ,ドラミドロ,9
10,Single,ムシャーナ,サザンドラ,10
10,Single,マメパト,ヌメルゴン,1
10,Single,マメパト,ココロモリ,2
10,Single,マメパト,アーマーガア,3
10,Single,マメパト,ツボツボ,4
10,Single,マメパト,ジジーロン,5
10,Single,マメパト,サザンドラ,6
10,Single,マメパト,サルノリ,7
10,Single,マメパト,テラキオン,8
10,Single,マメパト,ニャース,9
10,Single,マメパト,ワンパチ,10
10,Single,ハトーボー,ストリンダー,1
10,Single,ハトーボー,イワンコ,2
10,Single,ハトーボー,ワタシラガ,3
10,Single,ハトーボー,バイウールー,4
10,Single,ハトーボー,デデンネ,5
10,Single,ケンホロウ,パッチラゴン,1
10,Single,ケンホロウ,ガマゲロゲ,2
10,Single,ケンホロウ,ウーラオス,3
10,Single,ケンホロウ,サザンドラ,4
10,Single,ケンホロウ,リザードン,5
10,Single,ケンホロウ,ドサイドン,6
10,Single,ケンホロウ,カビゴン,7
10,Single,ケンホロウ,ナットレイ,8
10,Single,ケンホロウ,アシレーヌ,9
10,Single,ケンホロウ,オーロンゲ,10
10,Single,ダンゴロ,モンメン,1
10,Single,ダンゴロ,ワシボン,2
10,Single,ダンゴロ,カラカラ,3
10,Single,ダンゴロ,チョロネコ,4
10,Single,ダンゴロ,ゾロア,5
10,Single,ダンゴロ,ギガイアス,6
10,Single,ダンゴロ,デスマス,7
10,Single,ダンゴロ,ガントル,8
10,Single,ダンゴロ,ユニラン,9
10,Single,ダンゴロ,ゴースト,10
10,Single,ガントル,カビゴン,1
10,Single,ガントル,パッチラゴン,2
10,Single,ガントル,ドラミドロ,3
10,Single,ガントル,ロトム,4
10,Single,ガントル,ココロモリ,5
10,Single,ガントル,リザードン,6
10,Single,ガントル,エンニュート,7
10,Single,ガントル,バイバニラ,8
10,Single,ガントル,ピカチュウ,9
10,Single,ガントル,シャンデラ,10
10,Single,ギガイアス,パッチラゴン,1
10,Single,ギガイアス,アシレーヌ,2
10,Single,ギガイアス,リザードン,3
10,Single,ギガイアス,ウーラオス,4
10,Single,ギガイアス,ナットレイ,5
10,Single,ギガイアス,サザンドラ,6
10,Single,ギガイアス,ウーラオス,7
10,Single,ギガイアス,シャンデラ,8
10,Single,ギガイアス,ロトム,9
10,Single,ギガイアス,ガマゲロゲ,10
10,Single,コロモリ,カメックス,1
10,Single,コロモリ,キュウコン,2
10,Single,コロモリ,ウーラオス,3
10,Single,コロモリ,パッチラゴン,4
10,Single,コロモリ,ダイオウドウ,5
10,Single,コロモリ,マッギョ,6
10,Single,コロモリ,ミルタンク,7
10,Single,コロモリ,シルヴァディ,8
10,Single,コロモリ,サマヨール,9
10,Single,コロモリ,ヤドン,10
10,Single,ココロモリ,パッチラゴン,1
10,Single,ココロモリ,オーロンゲ,2
10,Single,ココロモリ,ウーラオス,3
10,Single,ココロモリ,カビゴン,4
10,Single,ココロモリ,ヒヒダルマ,5
10,Single,ココロモリ,アシレーヌ,6
10,Single,ココロモリ,ドサイドン,7
10,Single,ココロモリ,ナットレイ,8
10,Single,ココロモリ,ウーラオス,9
10,Single,ココロモリ,キュウコン,10
10,Single,モグリュー,ラビフット,1
10,Single,モグリュー,バチンキー,2
10,Single,モグリュー,ドロンチ,3
10,Single,モグリュー,レアコイル,4
10,Single,モグリュー,ヒポポタス,5
10,Single,モグリュー,デリバード,6
10,Single,モグリュー,ハリーセン,7
10,Single,モグリュー,トゲチック,8
10,Single,モグリュー,ピカチュウ,9
10,Single,モグリュー,レパルダス,10
10,Single,ドッコラー,キュウコン,1
10,Single,ドッコラー,ラビフット,2
10,Single,ドッコラー,カメックス,3
10,Single,ドッコラー,ライチュウ,4
10,Single,ドッコラー,ギルガルド,5
10,Single,ドッコラー,ワシボン,6
10,Single,ドテッコツ,ウインディ,1
10,Single,ドテッコツ,カビゴン,2
10,Single,ドテッコツ,トゲデマル,3
10,Single,ドテッコツ,ナットレイ,4
10,Single,ドテッコツ,キュウコン,5
10,Single,ドテッコツ,ガマゲロゲ,6
10,Single,ドテッコツ,モスノウ,7
10,Single,ドテッコツ,オノノクス,8
10,Single,ドテッコツ,カラマネロ,9
10,Single,ドテッコツ,ロトム,10
10,Single,ローブシン,パッチラゴン,1
10,Single,ローブシン,アシレーヌ,2
10,Single,ローブシン,リザードン,3
10,Single,ローブシン,ナットレイ,4
10,Single,ローブシン,サザンドラ,5
10,Single,ローブシン,キュウコン,6
10,Single,ローブシン,ドサイドン,7
10,Single,ローブシン,ロトム,8
10,Single,ローブシン,ロトム,9
10,Single,ローブシン,ブリムオン,10
10,Single,オタマロ,ウリムー,1
10,Single,オタマロ,マッギョ,2
10,Single,オタマロ,ヨーギラス,3
10,Single,オタマロ,ナマコブシ,4
10,Single,オタマロ,ナマズン,5
10,Single,ガマガル,リザードン,1
10,Single,ガマガル,ロトム,2
10,Single,ガマガル,ナットレイ,3
10,Single,ガマガル,ピカチュウ,4
10,Single,ガマガル,カビゴン,5
10,Single,ガマガル,ヨルノズク,6
10,Single,ガマガル,マタドガス,7
10,Single,ガマガル,ウーラオス,8
10,Single,ガマガル,ゲンガー,9
10,Single,ガマガル,コバルオン,10
10,Single,ガマゲロゲ,パッチラゴン,1
10,Single,ガマゲロゲ,ウーラオス,2
10,Single,ガマゲロゲ,リザードン,3
10,Single,ガマゲロゲ,ナットレイ,4
10,Single,ガマゲロゲ,ウーラオス,5
10,Single,ガマゲロゲ,カビゴン,6
10,Single,ガマゲロゲ,ロトム,7
10,Single,ガマゲロゲ,アシレーヌ,8
10,Single,ガマゲロゲ,オーロンゲ,9
10,Single,ガマゲロゲ,ピクシー,10
10,Single,ナゲキ,ダゲキ,1
10,Single,ナゲキ,ピクシー,2
10,Single,ナゲキ,アシレーヌ,3
10,Single,ナゲキ,ラプラス,4
10,Single,ナゲキ,ウルガモス,5
10,Single,ナゲキ,ドサイドン,6
10,Single,ナゲキ,ケンホロウ,7
10,Single,ナゲキ,ヌメルゴン,8
10,Single,ナゲキ,アギルダー,9
10,Single,ナゲキ,カイロス,10
10,Single,ダゲキ,パッチラゴン,1
10,Single,ダゲキ,アシレーヌ,2
10,Single,ダゲキ,リザードン,3
10,Single,ダゲキ,ホルード,4
10,Single,ダゲキ,ガマゲロゲ,5
10,Single,ダゲキ,ナットレイ,6
10,Single,ダゲキ,サザンドラ,7
10,Single,ダゲキ,ブリムオン,8
10,Single,ダゲキ,ロトム,9
10,Single,ダゲキ,オーロンゲ,10
10,Single,フシデ,アズマオウ,1
10,Single,フシデ,アップリュー,2
10,Single,フシデ,ヒヒダルマ,3
10,Single,フシデ,ヒメンカ,4
10,Single,フシデ,オクタン,5
10,Single,フシデ,マッギョ,6
10,Single,フシデ,ガマゲロゲ,7
10,Single,フシデ,リザードン,8
10,Single,フシデ,バスラオ,9
10,Single,フシデ,グレイシア,10
10,Single,ホイーガ,アイアント,1
10,Single,ホイーガ,ドヒドイデ,2
10,Single,ホイーガ,クレッフィ,3
10,Single,ホイーガ,パッチラゴン,4
10,Single,ホイーガ,ガマゲロゲ,5
10,Single,ホイーガ,ヌメルゴン,6
10,Single,ホイーガ,ゾロアーク,7
10,Single,ホイーガ,ロトム,8
10,Single,ホイーガ,ペンドラー,9
10,Single,ホイーガ,ウーラオス,10
10,Single,ペンドラー,パッチラゴン,1
10,Single,ペンドラー,オーロンゲ,2
10,Single,ペンドラー,ピクシー,3
10,Single,ペンドラー,ウーラオス,4
10,Single,ペンドラー,アシレーヌ,5
10,Single,ペンドラー,リザードン,6
10,Single,ペンドラー,バタフリー,7
10,Single,ペンドラー,ロトム,8
10,Single,ペンドラー,ウオノラゴン,9
10,Single,ペンドラー,ウルガモス,10
10,Single,モンメン,パッチラゴン,1
10,Single,モンメン,リザードン,2
10,Single,モンメン,ウーラオス,3
10,Single,モンメン,アシレーヌ,4
10,Single,モンメン,ハピナス,5
10,Single,モンメン,ロトム,6
10,Single,モンメン,ホルード,7
10,Single,モンメン,ラプラス,8
10,Single,モンメン,ウーラオス,9
10,Single,モンメン,ドサイドン,10
10,Single,チュリネ,アシレーヌ,1
10,Single,チュリネ,ゲンガー,2
10,Single,チュリネ,エレザード,3
10,Single,チュリネ,ガマゲロゲ,4
10,Single,チュリネ,ウーラオス,5
10,Single,チュリネ,バチンキー,6
10,Single,チュリネ,ダダリン,7
10,Single,チュリネ,ドレディア,8
10,Single,チュリネ,タルップル,9
10,Single,チュリネ,フシギソウ,10
10,Single,ドレディア,キュウコン,1
10,Single,ドレディア,リザードン,2
10,Single,ドレディア,パッチラゴン,3
10,Single,ドレディア,アシレーヌ,4
10,Single,ドレディア,ウーラオス,5
10,Single,ドレディア,マリルリ,6
10,Single,ドレディア,ウーラオス,7
10,Single,ドレディア,サーナイト,8
10,Single,ドレディア,ドサイドン,9
10,Single,ドレディア,ヒヒダルマ,10
10,Single,バスラオ赤,リザードン,1
10,Single,バスラオ赤,ナットレイ,2
10,Single,バスラオ赤,オーロンゲ,3
10,Single,バスラオ赤,フライゴン,4
10,Single,バスラオ赤,ロトム,5
10,Single,バスラオ赤,パッチラゴン,6
10,Single,バスラオ赤,ラプラス,7
10,Single,バスラオ赤,キュウコン,8
10,Single,バスラオ赤,ルガルガン,9
10,Single,バスラオ赤,ドサイドン,10
10,Single,バスラオ赤,マタドガス,1
10,Single,バスラオ赤,オーロンゲ,2
10,Single,バスラオ赤,カビゴン,3
10,Single,バスラオ赤,パッチラゴン,4
10,Single,バスラオ赤,ラフレシア,5
10,Single,バスラオ赤,ドヒドイデ,6
10,Single,バスラオ赤,ガラガラ,7
10,Single,バスラオ赤,クサイハナ,8
10,Single,バスラオ赤,サザンドラ,9
10,Single,バスラオ赤,ウーラオス,10
10,Single,メグロコ,メタモン,1
10,Single,メグロコ,メラルバ,2
10,Single,メグロコ,メノクラゲ,3
10,Single,メグロコ,メッソン,4
10,Single,ワルビアル,パッチラゴン,1
10,Single,ワルビアル,アシレーヌ,2
10,Single,ワルビアル,リザードン,3
10,Single,ワルビアル,ウーラオス,4
10,Single,ワルビアル,マリルリ,5
10,Single,ワルビアル,ロトム,6
10,Single,ワルビアル,ナットレイ,7
10,Single,ワルビアル,カビゴン,8
10,Single,ワルビアル,ギルガルド,9
10,Single,ワルビアル,ウーラオス,10
10,Single,ダルマッカ,レアコイル,1
10,Single,ダルマッカ,バチンキー,2
10,Single,ダルマッカ,ニャヒート,3
10,Single,ダルマッカ,ゴンベ,4
10,Single,ダルマッカ,イシズマイ,5
10,Single,ダルマッカ,ポリゴン,6
10,Single,ダルマッカ,ワシボン,7
10,Single,ダルマッカ,ピカチュウ,8
10,Single,ダルマッカ,マッスグマ,9
10,Single,ダルマッカ,ペロッパフ,10
10,Single,ダルマッカ,ワシボン,1
10,Single,ダルマッカ,チョンチー,2
10,Single,ダルマッカ,イシズマイ,3
10,Single,ダルマッカ,リオル,4
10,Single,ダルマッカ,ゴンベ,5
10,Single,ダルマッカ,デスマス,6
10,Single,ダルマッカ,モクロー,7
10,Single,ダルマッカ,ドーミラー,8
10,Single,ダルマッカ,コイル,9
10,Single,ダルマッカ,バチンキー,10
10,Single,ヒヒダルマN,パッチラゴン,1
10,Single,ヒヒダルマN,アシレーヌ,2
10,Single,ヒヒダルマN,ガマゲロゲ,3
10,Single,ヒヒダルマN,ウーラオス,4
10,Single,ヒヒダルマN,ドサイドン,5
10,Single,ヒヒダルマN,ポリゴンＺ,6
10,Single,ヒヒダルマN,ロトム,7
10,Single,ヒヒダルマN,キュウコン,8
10,Single,ヒヒダルマN,ウーラオス,9
10,Single,ヒヒダルマN,ナットレイ,10
10,Single,ヒヒダルマN,パッチラゴン,1
10,Single,ヒヒダルマN,アシレーヌ,2
10,Single,ヒヒダルマN,ウーラオス,3
10,Single,ヒヒダルマN,リザードン,4
10,Single,ヒヒダルマN,ナットレイ,5
10,Single,ヒヒダルマN,ウーラオス,6
10,Single,ヒヒダルマN,ドサイドン,7
10,Single,ヒヒダルマN,オーロンゲ,8
10,Single,ヒヒダルマN,カビゴン,9
10,Single,ヒヒダルマN,ロトム,10
10,Single,マラカッチ,リザードン,1
10,Single,マラカッチ,ルカリオ,2
10,Single,マラカッチ,キュウコン,3
10,Single,マラカッチ,パッチラゴン,4
10,Single,マラカッチ,マンムー,5
10,Single,マラカッチ,アシレーヌ,6
10,Single,マラカッチ,ロトム,7
10,Single,マラカッチ,メタモン,8
10,Single,マラカッチ,バクガメス,9
10,Single,マラカッチ,ワルビアル,10
10,Single,イシズマイ,ワシボン,1
10,Single,イシズマイ,リオル,2
10,Single,イシズマイ,ゴンベ,3
10,Single,イシズマイ,ドーミラー,4
10,Single,イシズマイ,アイアント,5
10,Single,イシズマイ,ダルマッカ,6
10,Single,イシズマイ,ニューラ,7
10,Single,イシズマイ,オニシズクモ,8
10,Single,イシズマイ,ウルガモス,9
10,Single,イシズマイ,チョンチー,10
10,Single,イワパレス,アイアント,1
10,Single,イワパレス,ウルガモス,2
10,Single,イワパレス,パッチラゴン,3
10,Single,イワパレス,ウーラオス,4
10,Single,イワパレス,オニシズクモ,5
10,Single,イワパレス,アブリボン,6
10,Single,イワパレス,ハッサム,7
10,Single,イワパレス,デンチュラ,8
10,Single,イワパレス,クワガノン,9
10,Single,イワパレス,リザードン,10
10,Single,ズルッグ,ワシボン,1
10,Single,ズルッグ,ピカチュウ,2
10,Single,ズルッグ,ストライク,3
10,Single,ズルッグ,ユニラン,4
10,Single,ズルッグ,コイル,5
10,Single,ズルッグ,ラプラス,6
10,Single,ズルッグ,アイアント,7
10,Single,ズルッグ,バチンキー,8
10,Single,ズルッグ,リオル,9
10,Single,ズルッグ,サンド,10
10,Single,ズルズキン,ナットレイ,1
10,Single,ズルズキン,アーマーガア,2
10,Single,ズルズキン,ブリムオン,3
10,Single,ズルズキン,ロトム,4
10,Single,ズルズキン,ヌメルゴン,5
10,Single,ズルズキン,パッチラゴン,6
10,Single,ズルズキン,ギルガルド,7
10,Single,ズルズキン,ドサイドン,8
10,Single,ズルズキン,トリトドン,9
10,Single,ズルズキン,ウルガモス,10
10,Single,シンボラー,パッチラゴン,1
10,Single,シンボラー,ウーラオス,2
10,Single,シンボラー,キュウコン,3
10,Single,シンボラー,アシレーヌ,4
10,Single,シンボラー,オーロンゲ,5
10,Single,シンボラー,マリルリ,6
10,Single,シンボラー,ガマゲロゲ,7
10,Single,シンボラー,ロトム,8
10,Single,シンボラー,ナットレイ,9
10,Single,シンボラー,ホルード,10
10,Single,デスマス,ワシボン,1
10,Single,デスマス,ダルマッカ,2
10,Single,デスマス,リオル,3
10,Single,デスマス,チョンチー,4
10,Single,デスマス,ウソハチ,5
10,Single,デスマス,カラカラ,6
10,Single,デスマス,チョロネコ,7
10,Single,デスマス,モンメン,8
10,Single,デスマス,タマゲタケ,9
10,Single,デスマス,ガラガラ,10
10,Single,デスマス,ルカリオ,1
10,Single,デスマス,キュウコン,2
10,Single,デスマス,アップリュー,3
10,Single,デスマス,パッチラゴン,4
10,Single,デスマス,ギルガルド,5
10,Single,デスマス,リザードン,6
10,Single,デスマス,ドサイドン,7
10,Single,デスマス,サザンドラ,8
10,Single,デスマス,ドヒドイデ,9
10,Single,デスマス,ヌメルゴン,10
10,Single,デスカーン,パッチラゴン,1
10,Single,デスカーン,ドサイドン,2
10,Single,デスカーン,リザードン,3
10,Single,デスカーン,アシレーヌ,4
10,Single,デスカーン,カビゴン,5
10,Single,デスカーン,ウーラオス,6
10,Single,デスカーン,マリルリ,7
10,Single,デスカーン,サザンドラ,8
10,Single,デスカーン,ドラミドロ,9
10,Single,デスカーン,ガラガラ,10
10,Single,ヤブクロン,ウルガモス,1
10,Single,ヤブクロン,マンムー,2
10,Single,ヤブクロン,カビゴン,3
10,Single,ヤブクロン,ヤドラン,4
10,Single,ヤブクロン,コオリッポ,5
10,Single,ヤブクロン,ネイティオ,6
10,Single,ヤブクロン,ヌオー,7
10,Single,ヤブクロン,ヌケニン,8
10,Single,ヤブクロン,メタモン,9
10,Single,ヤブクロン,タルップル,10
10,Single,ダストダス,パッチラゴン,1
10,Single,ダストダス,ウーラオス,2
10,Single,ダストダス,リザードン,3
10,Single,ダストダス,ウーラオス,4
10,Single,ダストダス,ウインディ,5
10,Single,ダストダス,アシレーヌ,6
10,Single,ダストダス,カビゴン,7
10,Single,ダストダス,ブリムオン,8
10,Single,ダストダス,エンニュート,9
10,Single,ダストダス,ドラミドロ,10
10,Single,ゾロア,ゾロアーク,1
10,Single,ゾロア,パッチラゴン,2
10,Single,ゾロア,アシレーヌ,3
10,Single,ゾロア,ハピナス,4
10,Single,ゾロア,ウーラオス,5
10,Single,ゾロア,キュワワー,6
10,Single,ゾロア,ラプラス,7
10,Single,ゾロア,リザードン,8
10,Single,ゾロア,フォクスライ,9
10,Single,ゾロア,ブラッキー,10
10,Single,ゾロアーク,パッチラゴン,1
10,Single,ゾロアーク,ウーラオス,2
10,Single,ゾロアーク,リザードン,3
10,Single,ゾロアーク,アシレーヌ,4
10,Single,ゾロアーク,マリルリ,5
10,Single,ゾロアーク,ドサイドン,6
10,Single,ゾロアーク,ラプラス,7
10,Single,ゾロアーク,オーロンゲ,8
10,Single,ゾロアーク,ハッサム,9
10,Single,ゾロアーク,カビゴン,10
10,Single,チラーミィ,リザードン,1
10,Single,チラーミィ,カジリガメ,2
10,Single,チラーミィ,キュワワー,3
10,Single,チラーミィ,リーフィア,4
10,Single,チラーミィ,ヤドラン,5
10,Single,チラーミィ,ピカチュウ,6
10,Single,チラーミィ,カビゴン,7
10,Single,チラーミィ,テッカニン,8
10,Single,チラーミィ,ファイアロー,9
10,Single,チラーミィ,ラプラス,10
10,Single,チラチーノ,パッチラゴン,1
10,Single,チラチーノ,リザードン,2
10,Single,チラチーノ,ウーラオス,3
10,Single,チラチーノ,アシレーヌ,4
10,Single,チラチーノ,ニンフィア,5
10,Single,チラチーノ,ロトム,6
10,Single,チラチーノ,キュウコン,7
10,Single,チラチーノ,マリルリ,8
10,Single,チラチーノ,サザンドラ,9
10,Single,チラチーノ,ウーラオス,10
10,Single,ゴチム,サニゴーン,1
10,Single,ゴチム,カビゴン,2
10,Single,ゴチム,ヌメルゴン,3
10,Single,ゴチム,ロトム,4
10,Single,ゴチム,マタドガス,5
10,Single,ゴチム,ニャオニクス,6
10,Single,ゴチム,エレズン,7
10,Single,ゴチム,ドロンチ,8
10,Single,ゴチム,メッソン,9
10,Single,ゴチム,パッチラゴン,10
10,Single,ゴチミル,ゴチルゼル,1
10,Single,ゴチミル,ウーラオス,2
10,Single,ゴチミル,ダグトリオ,3
10,Single,ゴチミル,ラプラス,4
10,Single,ゴチミル,ヌメルゴン,5
10,Single,ゴチミル,ヌケニン,6
10,Single,ゴチミル,フワライド,7
10,Single,ゴチミル,キレイハナ,8
10,Single,ゴチミル,アイアント,9
10,Single,ゴチミル,ガラガラ,10
10,Single,ゴチルゼル,パッチラゴン,1
10,Single,ゴチルゼル,オーロンゲ,2
10,Single,ゴチルゼル,ウーラオス,3
10,Single,ゴチルゼル,バタフリー,4
10,Single,ゴチルゼル,アシレーヌ,5
10,Single,ゴチルゼル,マリルリ,6
10,Single,ゴチルゼル,アイアント,7
10,Single,ゴチルゼル,オンバーン,8
10,Single,ゴチルゼル,リザードン,9
10,Single,ゴチルゼル,ピクシー,10
10,Single,ユニラン,シュバルゴ,1
10,Single,ユニラン,ガラガラ,2
10,Single,ユニラン,サニーゴ,3
10,Single,ユニラン,ウルガモス,4
10,Single,ユニラン,パルシェン,5
10,Single,ユニラン,パッチラゴン,6
10,Single,ユニラン,シルヴァディ,7
10,Single,ユニラン,ナッシー,8
10,Single,ユニラン,アシレーヌ,9
10,Single,ユニラン,ドサイドン,10
10,Single,ダブラン,ガラガラ,1
10,Single,ダブラン,ルンパッパ,2
10,Single,ダブラン,パッチラゴン,3
10,Single,ダブラン,ラランテス,4
10,Single,ダブラン,リオル,5
10,Single,ダブラン,ピカチュウ,6
10,Single,ダブラン,サニゴーン,7
10,Single,ダブラン,ナマコブシ,8
10,Single,ダブラン,シュバルゴ,9
10,Single,ダブラン,ウインディ,10
10,Single,ランクルス,パッチラゴン,1
10,Single,ランクルス,オーロンゲ,2
10,Single,ランクルス,ウーラオス,3
10,Single,ランクルス,アシレーヌ,4
10,Single,ランクルス,ピクシー,5
10,Single,ランクルス,リザードン,6
10,Single,ランクルス,マリルリ,7
10,Single,ランクルス,ウーラオス,8
10,Single,ランクルス,ホルード,9
10,Single,ランクルス,ドサイドン,10
10,Single,バニプッチ,ヒヒダルマ,1
10,Single,バニプッチ,ルチャブル,2
10,Single,バニプッチ,ニンフィア,3
10,Single,バニプッチ,ロトム,4
10,Single,バニプッチ,アーマーガア,5
10,Single,バニプッチ,ホルード,6
10,Single,バニプッチ,パッチラゴン,7
10,Single,バニプッチ,ドサイドン,8
10,Single,バニプッチ,ヌオー,9
10,Single,バニプッチ,サニーゴ,10
10,Single,バイバニラ,パッチラゴン,1
10,Single,バイバニラ,ウーラオス,2
10,Single,バイバニラ,アシレーヌ,3
10,Single,バイバニラ,リザードン,4
10,Single,バイバニラ,マリルリ,5
10,Single,バイバニラ,ホルード,6
10,Single,バイバニラ,ドサイドン,7
10,Single,バイバニラ,ウーラオス,8
10,Single,バイバニラ,ロトム,9
10,Single,バイバニラ,ポリゴンＺ,10
10,Single,エモンガ,アシレーヌ,1
10,Single,エモンガ,パッチラゴン,2
10,Single,エモンガ,ウーラオス,3
10,Single,エモンガ,マリルリ,4
10,Single,エモンガ,リザードン,5
10,Single,エモンガ,サザンドラ,6
10,Single,エモンガ,ラプラス,7
10,Single,エモンガ,サーナイト,8
10,Single,エモンガ,ハッサム,9
10,Single,エモンガ,ナットレイ,10
10,Single,カブルモ,ギルガルド,1
10,Single,カブルモ,ヌメルゴン,2
10,Single,カブルモ,ケンタロス,3
10,Single,カブルモ,ヒヒダルマ,4
10,Single,カブルモ,ワタシラガ,5
10,Single,カブルモ,カビゴン,6
10,Single,カブルモ,マリルリ,7
10,Single,カブルモ,コバルオン,8
10,Single,カブルモ,ジヘッド,9
10,Single,カブルモ,ランクルス,10
10,Single,シュバルゴ,ブリムオン,1
10,Single,シュバルゴ,ウルガモス,2
10,Single,シュバルゴ,パッチラゴン,3
10,Single,シュバルゴ,アシレーヌ,4
10,Single,シュバルゴ,ガラガラ,5
10,Single,シュバルゴ,ドサイドン,6
10,Single,シュバルゴ,サザンドラ,7
10,Single,シュバルゴ,シャンデラ,8
10,Single,シュバルゴ,ウーラオス,9
10,Single,シュバルゴ,ロトム,10
10,Single,タマゲタケ,ワシボン,1
10,Single,タマゲタケ,デスマス,2
10,Single,タマゲタケ,カラカラ,3
10,Single,タマゲタケ,チョロネコ,4
10,Single,タマゲタケ,モンメン,5
10,Single,タマゲタケ,デスバーン,6
10,Single,タマゲタケ,サザンドラ,7
10,Single,タマゲタケ,ヒヒダルマ,8
10,Single,タマゲタケ,チラチーノ,9
10,Single,タマゲタケ,ケンホロウ,10
10,Single,モロバレル,パッチラゴン,1
10,Single,モロバレル,アシレーヌ,2
10,Single,モロバレル,ウーラオス,3
10,Single,モロバレル,ホルード,4
10,Single,モロバレル,リザードン,5
10,Single,モロバレル,ロトム,6
10,Single,モロバレル,ウーラオス,7
10,Single,モロバレル,ギルガルド,8
10,Single,モロバレル,ドサイドン,9
10,Single,モロバレル,サザンドラ,10
10,Single,プルリル,ワシボン,1
10,Single,プルリル,ギルガルド,2
10,Single,プルリル,リザードン,3
10,Single,プルリル,ヒメンカ,4
10,Single,プルリル,イワーク,5
10,Single,プルリル,コイル,6
10,Single,プルリル,リオル,7
10,Single,プルリル,イシズマイ,8
10,Single,プルリル,ロトム,9
10,Single,プルリル,ウルガモス,10
10,Single,ブルンゲル,パッチラゴン,1
10,Single,ブルンゲル,ナットレイ,2
10,Single,ブルンゲル,ロトム,3
10,Single,ブルンゲル,ドサイドン,4
10,Single,ブルンゲル,ウーラオス,5
10,Single,ブルンゲル,ニンフィア,6
10,Single,ブルンゲル,リザードン,7
10,Single,ブルンゲル,ヌメルゴン,8
10,Single,ブルンゲル,サザンドラ,9
10,Single,ブルンゲル,ワルビアル,10
10,Single,バチュル,ボクレー,1
10,Single,バチュル,メッソン,2
10,Single,バチュル,ワシボン,3
10,Single,バチュル,アシマリ,4
10,Single,バチュル,ヤクデ,5
10,Single,バチュル,ロコン,6
10,Single,バチュル,ポリゴン,7
10,Single,バチュル,スナヘビ,8
10,Single,バチュル,ヒトモシ,9
10,Single,バチュル,コイル,10
10,Single,デンチュラ,パッチラゴン,1
10,Single,デンチュラ,アイアント,2
10,Single,デンチュラ,アシレーヌ,3
10,Single,デンチュラ,ウーラオス,4
10,Single,デンチュラ,ウオノラゴン,5
10,Single,デンチュラ,リザードン,6
10,Single,デンチュラ,サザンドラ,7
10,Single,デンチュラ,ウルガモス,8
10,Single,デンチュラ,ポリゴンＺ,9
10,Single,デンチュラ,ヒヒダルマ,10
10,Single,テッシード,テブリム,1
10,Single,テッシード,サニーゴ,2
10,Single,テッシード,ピカチュウ,3
10,Single,テッシード,ゴースト,4
10,Single,テッシード,ラビフット,5
10,Single,テッシード,ワシボン,6
10,Single,テッシード,リザードン,7
10,Single,テッシード,ロトム,8
10,Single,テッシード,マニューラ,9
10,Single,テッシード,キュワワー,10
10,Single,ナットレイ,パッチラゴン,1
10,Single,ナットレイ,アシレーヌ,2
10,Single,ナットレイ,ウーラオス,3
10,Single,ナットレイ,リザードン,4
10,Single,ナットレイ,ロトム,5
10,Single,ナットレイ,ドサイドン,6
10,Single,ナットレイ,ウーラオス,7
10,Single,ナットレイ,ホルード,8
10,Single,ナットレイ,サザンドラ,9
10,Single,ナットレイ,マリルリ,10
10,Single,ギアル,ギギアル,1
10,Single,ギアル,ギギギアル,2
10,Single,ギアル,バンバドロ,3
10,Single,ギアル,ロトム,4
10,Single,ギアル,デスカーン,5
10,Single,ギアル,リザードン,6
10,Single,ギアル,キュウコン,7
